331	85	85	109	85	109	85	85	85	85	
165	107	107	243	109	85	85	109	109	85	
85	85	85	85	85	85	104	85	85	85	
654	109	109	109	85	85	109	85	85	109	
125	85	292	223	109	109	85	109	85	131	
109	145	109	109	109	192	109	109	109	109	
111	120	107	127	109	109	109	107	111	85	
178	369	85	109	85	105	125	105	108	104	
188	85	85	85	85	104	85	85	85	85	
85	85	105	85	85	85	85	105	85	85	
233	185	109	129	85	85	85	114	105	85	
455	114	85	85	85	85	85	85	109	109	
232	109	105	120	109	85	129	120	109	114	
108	107	120	85	85	145	120	89	114	85	
109	109	205	109	120	111	109	109	104	125	
150	176	109	85	85	109	109	109	109	105	
341	105	109	133	85	85	109	85	85	85	
109	109	114	85	109	85	85	105	85	109	
109	243	125	120	109	114	109	109	148	104	
109	104	105	109	85	109	109	85	109	85	
120	114	243	125	114	109	120	85	111	85	
85	89	85	85	243	109	85	120	120	120	
243	85	109	109	160	107	109	109	120	85	
85	109	85	105	85	129	85	145	85	85	
210	120	195	85	114	85	85	85	109	85	
134	134	169	134	134	85	85	85	85	85	
245	129	129	131	120	120	109	109	210	109	
85	169	120	114	85	85	85	85	85	85	
85	85	120	85	85	85	85	85	109	85	
455	85	109	85	85	85	109	85	150	85	
114	120	114	145	85	120	120	85	125	108	
203	85	114	129	85	104	109	85	114	109	
203	65	129	129	114	114	79	109	104	114	
85	109	104	165	318	154	85	109	85	108	
85	85	85	109	85	85	85	125	85	85	
85	109	107	85	85	107	85	107	107	107	
307	109	369	178	129	109	318	85	189	216	
150	108	108	109	108	105	109	85	85	85	
109	289	85	109	109	109	85	109	109	85	
150	154	109	109	145	109	109	85	105	85	
109	85	109	145	85	109	85	109	109	104	
109	109	109	85	109	288	109	109	109	109	
145	109	85	109	85	85	85	85	109	85	
169	85	109	145	85	109	85	85	153	148	
109	129	165	147	109	109	189	109	216	85	
85	120	150	104	129	79	109	129	85	85	
85	85	85	109	150	157	65	109	65	145	
109	109	85	85	85	210	109	85	85	85	
109	85	109	85	109	85	109	109	85	104	
110	109	108	165	85	85	142	109	109	243	
104	109	104	109	104	109	104	109	109	85	
129	85	207	130	157	109	109	89	179	89	
120	114	105	149	114	114	120	107	85	109	
678	129	104	145	107	148	104	85	85	85	
169	69	177	109	109	109	109	109	169	168	
109	109	109	114	109	85	95	109	114	149	
109	85	109	109	109	85	109	85	105	79	
85	109	104	120	85	120	85	109	85	85	
408	109	114	109	120	120	109	120	85	109	
85	85	120	89	85	85	85	125	129	109	
109	109	192	210	150	156	109	109	120	109	
104	109	85	104	109	85	85	85	109	85	
85	165	107	85	85	85	85	85	109	85	
129	205	107	85	85	85	108	85	109	109	
210	105	109	109	85	85	109	85	120	120	
154	176	104	85	85	85	85	192	85	109	
109	109	85	130	150	85	85	85	196	143	
109	85	85	109	109	108	85	109	85	85	
109	85	109	165	165	109	85	85	192	125	
365	109	85	109	129	85	109	85	85	85	
85	85	85	129	109	85	109	109	165	85	
109	85	85	85	105	85	109	120	105	107	
397	129	189	137	109	109	109	109	109	85	
331	109	85	109	85	85	109	85	109	85	
109	85	150	192	109	109	105	85	85	104	
109	109	109	85	269	85	108	109	109	109	
85	85	85	85	85	85	85	85	85	85	
85	85	85	107	109	169	85	107	85	85	
107	107	185	85	120	114	85	85	129	109	
114	114	233	114	104	109	109	109	120	109	
129	85	109	109	154	109	189	120	216	85	
104	114	120	169	85	129	109	129	85	114	
85	109	185	85	85	105	109	105	85	243	
285	109	145	109	109	109	109	109	85	85	
114	85	142	85	185	85	120	109	90	85	
296	85	108	185	85	109	85	109	109	85	
134	85	225	85	85	85	125	85	85	85	
175	71	85	65	105	157	109	85	85	85	
542	272	169	185	85	109	85	85	85	85	
169	205	109	400	85	85	85	161	85	85	
85	104	104	216	85	85	109	109	109	85	
85	109	85	109	109	109	160	109	85	109	
109	185	104	192	109	85	156	108	109	85	
109	85	109	85	104	85	109	85	104	125	
355	85	85	107	109	107	85	85	107	85	
85	85	104	129	120	189	243	185	85	129	
175	109	85	129	109	109	85	85	85	105	
207	109	120	107	109	114	109	120	109	131	
178	125	109	125	107	109	109	85	85	85	
109	129	365	133	165	109	109	85	165	108	
109	85	120	120	109	109	85	85	105	85	
105	85	85	69	109	85	85	85	85	85	
542	272	185	105	168	104	85	109	85	105	
355	104	105	210	85	129	85	85	107	85	
85	109	85	85	85	85	85	85	109	0	
165	85	85	85	85	109	105	85	105	85	
109	205	85	109	85	107	145	85	107	109	
241	109	109	216	109	85	109	109	109	85	
129	165	109	109	109	109	192	109	200	107	
145	109	207	109	107	120	107	108	109	109	
85	85	85	129	85	85	85	85	85	109	
542	272	125	109	109	85	89	85	85	85	
109	109	104	130	109	176	109	104	109	85	
227	114	114	109	109	85	85	104	85	85	
85	109	109	85	85	85	85	45	129	85	
447	85	109	109	108	85	85	109	109	85	
131	169	134	85	85	114	134	85	85	125	
85	109	104	109	85	169	109	85	109	109	
85	108	85	85	85	85	85	85	85	85	
105	109	365	109	109	204	85	108	85	85	
506	109	104	145	109	85	85	85	85	85	
89	109	192	85	109	85	85	165	185	85	
254	105	114	85	85	120	120	85	108	125	
109	109	261	85	85	85	85	109	109	85	
85	85	85	129	85	85	109	85	108	109	
85	109	85	85	165	85	85	85	105	85	
131	169	134	85	134	85	134	85	85	120	
109	165	125	169	109	85	85	85	105	85	
252	168	85	125	85	105	105	107	85	109	
109	85	150	85	109	318	85	85	104	85	
200	243	109	109	188	111	109	109	109	109	
207	192	109	169	165	109	104	109	104	104	
250	85	85	109	85	85	148	85	85	85	
130	520	192	109	109	109	225	185	108	85	
129	189	114	145	114	152	192	85	210	109	
85	109	109	85	120	85	109	109	120	85	
108	145	85	109	109	85	150	207	85	85	
243	109	165	85	108	111	85	109	109	107	
109	85	85	109	109	85	109	85	85	85	
120	342	129	393	120	129	150	112	120	141	
150	109	85	192	85	109	85	157	165	85	
302	85	109	157	109	129	233	109	89	85	
109	109	109	109	85	109	109	109	109	216	
85	165	85	243	85	109	120	109	109	109	
85	165	148	108	85	85	85	109	85	85	
169	189	145	85	85	199	85	85	85	85	
169	85	109	136	109	192	125	109	125	109	
169	199	85	85	109	109	185	108	109	109	
210	120	109	85	85	120	109	85	120	120	
85	109	105	85	85	85	85	85	109	109	
169	85	109	154	105	85	109	85	109	85	
109	85	85	85	85	85	85	85	85	85	
169	109	85	142	109	189	104	109	216	109	
109	104	109	318	109	109	85	85	109	109	
85	109	85	85	109	85	85	109	85	85	
129	114	114	114	104	89	120	89	114	114	
114	120	114	109	79	114	109	114	109	109	
104	104	109	109	109	107	107	109	85	85	
109	145	129	85	148	109	85	85	365	109	
165	154	85	85	120	109	85	85	85	85	
85	85	120	85	85	105	85	85	85	85	
81	85	109	109	85	109	85	85	105	85	
85	165	85	85	85	85	85	109	85	85	
109	85	85	85	85	85	165	85	85	85	
131	134	134	85	134	169	153	85	134	85	
210	109	85	85	85	85	85	109	65	85	
233	120	150	114	120	104	85	114	85	85	
109	85	85	85	85	108	85	85	85	109	
125	105	111	85	85	108	85	85	85	107	
85	85	85	85	85	85	85	105	85	85	
104	149	109	85	109	85	85	109	109	145	
109	85	109	109	104	85	85	109	85	85	
109	150	85	108	85	125	104	330	85	165	
145	85	85	85	309	85	85	85	85	85	
272	85	109	85	109	85	85	85	85	85	
85	85	109	109	104	85	109	109	109	109	
243	109	105	145	109	109	85	85	85	109	
85	65	104	85	85	85	85	85	85	65	
105	109	150	109	109	85	85	109	109	85	
89	85	85	144	85	85	85	85	85	85	
85	85	85	85	85	85	85	85	185	85	
129	192	154	104	65	85	114	109	85	85	
342	243	109	85	109	104	109	109	109	216	
85	85	109	109	85	109	85	109	85	85	
