331.0	331.0	0.0	576.0	90.0	0.0	-245.0	241.0	0.0
243.0	243.0	272.0	1320.0	118.0	0.0	-1077.0	125.0	272.0
0.0	0.0	0.0	368.0	160.0	85.0	-368.0	-160.0	-85.0
654.0	654.0	0.0	296.0	118.0	981.0	358.0	536.0	-981.0
646.0	292.0	125.0	620.0	118.0	0.0	26.0	174.0	125.0
0.0	0.0	0.0	1202.0	230.0	0.0	-1202.0	-230.0	0.0
0.0	0.0	0.0	868.0	118.0	0.0	-868.0	-118.0	0.0
652.0	178.0	0.0	948.0	156.0	0.0	-296.0	22.0	0.0
85.0	85.0	802.0	1006.0	178.0	0.0	-921.0	-93.0	802.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
362.0	233.0	0.0	1357.0	231.0	0.0	-995.0	2.0	0.0
569.0	455.0	0.0	337.0	157.0	0.0	232.0	298.0	0.0
232.0	232.0	0.0	498.0	128.0	0.0	-266.0	104.0	0.0
89.0	89.0	650.0	891.0	118.0	0.0	-802.0	-29.0	650.0
0.0	0.0	0.0	990.0	134.0	0.0	-990.0	-134.0	0.0
326.0	150.0	0.0	1377.0	118.0	0.0	-1051.0	32.0	0.0
341.0	341.0	0.0	338.0	118.0	341.0	3.0	223.0	-341.0
0.0	0.0	0.0	832.0	118.0	0.0	-832.0	-118.0	0.0
243.0	243.0	0.0	1355.0	118.0	0.0	-1112.0	125.0	0.0
0.0	0.0	0.0	840.0	112.0	0.0	-840.0	-112.0	0.0
352.0	243.0	120.0	1209.0	128.0	0.0	-857.0	115.0	120.0
332.0	89.0	0.0	736.0	118.0	0.0	-404.0	-29.0	0.0
243.0	243.0	0.0	1126.0	118.0	0.0	-883.0	125.0	0.0
234.0	105.0	194.0	500.0	250.0	469.0	-266.0	-145.0	-275.0
405.0	210.0	0.0	1563.0	206.0	0.0	-1158.0	4.0	0.0
169.0	169.0	134.0	829.0	144.0	0.0	-660.0	25.0	134.0
715.0	245.0	0.0	1777.0	153.0	0.0	-1062.0	92.0	0.0
169.0	169.0	0.0	973.0	135.0	0.0	-804.0	34.0	0.0
0.0	0.0	0.0	476.0	128.0	0.0	-476.0	-128.0	0.0
605.0	455.0	0.0	320.0	118.0	0.0	285.0	337.0	0.0
0.0	0.0	0.0	1025.0	128.0	114.0	-1025.0	-128.0	-114.0
332.0	203.0	0.0	1332.0	341.0	0.0	-1000.0	-138.0	0.0
461.0	203.0	0.0	1068.0	341.0	0.0	-607.0	-138.0	0.0
690.0	109.0	0.0	1257.0	560.0	0.0	-567.0	-451.0	0.0
